id,data_lotu,numer_lotu,linia_lotnicza,kierunek,czas_planowany,czas_rzeczywisty,status,ostatnia_aktualizacja
1,2026-04-13,LO 3910,LO,WARSZAWA (WAW),2026-04-13 05:40:00,2026-04-13 05:49:00,Wystartował 05:49,2026-04-14 17:08:22
2,2026-04-13,W6 2035,W6,BERGEN (BGO),2026-04-13 05:40:00,2026-04-13 05:47:00,Wystartował 05:47,2026-04-14 17:08:22
3,2026-04-13,FR 6216,FR,OSLO TORP (TRF),2026-04-13 05:50:00,2026-04-13 05:53:00,Wystartował 05:53,2026-04-14 17:08:22
4,2026-04-13,FR 1902,FR,DUBLIN (DUB),2026-04-13 06:00:00,2026-04-13 06:55:00,Wystartował 06:55,2026-04-14 17:08:22
5,2026-04-13,FR 5412,FR,MARSYLIA (MRS),2026-04-13 06:00:00,2026-04-13 06:14:00,Wystartował 06:14,2026-04-14 17:08:22
6,2026-04-13,LH 1627,LH,MONACHIUM (MUC),2026-04-13 06:00:00,,Odwołany,2026-04-14 17:08:22
7,2026-04-13,W6 2007,W6,LONDYN GATWICK (LGW),2026-04-13 06:00:00,2026-04-13 06:13:00,Wystartował 06:13,2026-04-14 17:08:22
8,2026-04-13,W6 2047,W6,BARCELONA (BCN),2026-04-13 06:00:00,2026-04-13 06:21:00,Wystartował 06:21,2026-04-14 17:08:22
9,2026-04-13,LH 1371,LH,FRANKFURT (FRA),2026-04-13 06:10:00,,Odwołany,2026-04-14 17:08:22
10,2026-04-13,FR 8975,FR,SOFIA (SOF),2026-04-13 06:15:00,2026-04-13 06:08:00,Wystartował 06:08,2026-04-14 17:08:22
11,2026-04-13,KL 1322,KL,AMSTERDAM (AMS),2026-04-13 06:30:00,2026-04-13 06:43:00,Wystartował 06:43,2026-04-14 17:08:22
12,2026-04-13,W6 2039,W6,WILNO (VNO),2026-04-13 06:30:00,2026-04-13 06:39:00,Wystartował 06:39,2026-04-14 17:08:22
13,2026-04-13,FR 083,FR,RZYM CIAMPINO (CIA),2026-04-13 06:35:00,2026-04-13 06:25:00,Wystartował 06:25,2026-04-14 17:08:22
14,2026-04-13,FR 2363,FR,LONDYN STANSTED (STN),2026-04-13 06:45:00,2026-04-13 06:50:00,Wystartował 06:50,2026-04-14 17:08:22
15,2026-04-13,FR 7273,FR,ZADAR (ZAD),2026-04-13 06:55:00,2026-04-13 06:52:00,Wystartował 06:52,2026-04-14 17:08:22
16,2026-04-13,LO 2163,LO,BARCELONA (BCN),2026-04-13 07:00:00,2026-04-13 07:13:00,Wystartował 07:13,2026-04-14 17:08:22
17,2026-04-13,FR 1812,FR,LONDYN LUTON (LTN),2026-04-13 07:05:00,2026-04-13 07:09:00,Wystartował 07:09,2026-04-14 17:08:22
18,2026-04-13,FR 3536,FR,MEDIOLAN BERGAMO (BGY),2026-04-13 07:05:00,2026-04-13 07:07:00,Wystartował 07:07,2026-04-14 17:08:22
19,2026-04-13,FR 2380,FR,PERUGIA (PEG),2026-04-13 07:20:00,2026-04-13 07:23:00,Wystartował 07:23,2026-04-14 17:08:22
20,2026-04-13,FR 6625,FR,EDYNBURG (EDI),2026-04-13 07:20:00,2026-04-13 07:25:00,Wystartował 07:25,2026-04-14 17:08:22
21,2026-04-13,FR 9017,FR,CASTELLON (CDT),2026-04-13 07:45:00,2026-04-13 07:49:00,Wystartował 07:49,2026-04-14 17:08:22
22,2026-04-13,XQ 433,XQ,ANTALIA (AYT),2026-04-13 07:55:00,2026-04-13 08:05:00,Wystartował 08:05,2026-04-14 17:08:22
23,2026-04-13,FR 4010,FR,GÖTEBORG LANDVETTER (GOT),2026-04-13 08:00:00,2026-04-13 08:07:00,Wystartował 08:07,2026-04-14 17:08:22
24,2026-04-13,FR 2333,FR,LEEDS BRADFORD (LBA),2026-04-13 08:10:00,2026-04-13 08:14:00,Wystartował 08:14,2026-04-14 17:08:22
25,2026-04-13,FR 5087,FR,PAFOS (PFO),2026-04-13 08:10:00,2026-04-13 08:18:00,Wystartował 08:18,2026-04-14 17:08:22
26,2026-04-13,FR 2724,FR,KOPENHAGA (CPH),2026-04-13 08:15:00,2026-04-13 08:24:00,Wystartował 08:24,2026-04-14 17:08:22
27,2026-04-13,AY 1162,AY,HELSINKI (HEL),2026-04-13 08:45:00,2026-04-13 09:12:00,Wystartował 09:12,2026-04-14 17:08:22
28,2026-04-13,FR 2174,FR,MEMMINGEN (FMM),2026-04-13 08:45:00,2026-04-13 08:59:00,Wystartował 08:59,2026-04-14 17:08:22
29,2026-04-13,LO 3904,LO,WARSZAWA (WAW),2026-04-13 08:50:00,2026-04-13 09:07:00,Wystartował 09:07,2026-04-14 17:08:22
30,2026-04-13,FR 6359,FR,LIVERPOOL (LPL),2026-04-13 08:55:00,2026-04-13 09:04:00,Wystartował 09:04,2026-04-14 17:08:22
31,2026-04-13,W4 2031,W4,RZYM FIUMICINO (FCO),2026-04-13 08:55:00,2026-04-13 09:02:00,Wystartował 09:02,2026-04-14 17:08:22
32,2026-04-13,D8 3806,D8,SZTOKHOLM ARLANDA (ARN),2026-04-13 09:10:00,2026-04-13 09:17:00,Wystartował 09:17,2026-04-14 17:08:22
33,2026-04-13,JU 157,JU,BELGRAD (BEG),2026-04-13 09:10:00,2026-04-13 09:22:00,Wystartował 09:22,2026-04-14 17:08:22
34,2026-04-13,FR 1466,FR,BIRMINGHAM (BHX),2026-04-13 09:35:00,2026-04-13 09:44:00,Wystartował 09:44,2026-04-14 17:08:22
35,2026-04-13,LH 1621,LH,MONACHIUM (MUC),2026-04-13 09:35:00,,Odwołany,2026-04-14 17:08:22
36,2026-04-13,LX 1371,LX,ZURYCH (ZRH),2026-04-13 09:35:00,2026-04-13 09:58:00,Wystartował 09:58,2026-04-14 17:08:22
37,2026-04-13,LO 2141,LO,RZYM FIUMICINO (FCO),2026-04-13 10:00:00,2026-04-13 10:08:00,Wystartował 10:08,2026-04-14 17:08:22
38,2026-04-13,EZY 8822,EZY,LONDYN GATWICK (LGW),2026-04-13 10:05:00,2026-04-13 10:15:00,Wystartował 10:15,2026-04-14 17:08:22
39,2026-04-13,RK 6807,RK,BELFAST (BFS),2026-04-13 10:05:00,2026-04-13 10:12:00,Wystartował 10:12,2026-04-14 17:08:22
40,2026-04-13,SK 1736,SK,KOPENHAGA (CPH),2026-04-13 10:05:00,2026-04-13 10:17:00,Wystartował 10:17,2026-04-14 17:08:22
41,2026-04-13,FR 2229,FR,WALENCJA (VLC),2026-04-13 10:15:00,2026-04-13 11:11:00,Wystartował 11:11,2026-04-14 17:08:22
42,2026-04-13,LG 5742,LG,LUKSEMBURG (LUX),2026-04-13 10:20:00,2026-04-13 10:40:00,Wystartował 10:40,2026-04-14 17:08:22
43,2026-04-13,FR 6232,FR,PALERMO (PMO),2026-04-13 10:25:00,2026-04-13 10:48:00,Wystartował 10:48,2026-04-14 17:08:22
44,2026-04-13,W6 2091,W6,LYON (LYS),2026-04-13 10:25:00,2026-04-13 10:43:00,Wystartował 10:43,2026-04-14 17:08:22
45,2026-04-13,EZY 3314,EZY,EDYNBURG (EDI),2026-04-13 10:30:00,2026-04-13 10:36:00,Wystartował 10:36,2026-04-14 17:08:22
46,2026-04-13,FR 3799,FR,BOLONIA (BLQ),2026-04-13 10:45:00,2026-04-13 12:03:00,Wystartował 12:03,2026-04-14 17:08:22
47,2026-04-13,FR 4512,FR,PALMA DE MALLORCA (PMI),2026-04-13 10:45:00,2026-04-13 11:00:00,Wystartował 11:00,2026-04-14 17:08:22
48,2026-04-13,FR 2589,FR,MALAGA (AGP),2026-04-13 10:55:00,2026-04-13 11:27:00,Wystartował 11:27,2026-04-14 17:08:22
49,2026-04-13,LH 1363,LH,FRANKFURT (FRA),2026-04-13 10:55:00,,Odwołany,2026-04-14 17:08:22
50,2026-04-13,FR 2142,FR,MANCHESTER (MAN),2026-04-13 11:10:00,2026-04-13 11:35:00,Wystartował 11:35,2026-04-14 17:08:22
51,2026-04-13,EZY 2938,EZY,BRISTOL (BRS),2026-04-13 11:25:00,2026-04-13 12:08:00,Wystartował 12:08,2026-04-14 17:08:22
52,2026-04-13,FR 6310,FR,OSLO TORP (TRF),2026-04-13 11:25:00,2026-04-13 11:39:00,Wystartował 11:39,2026-04-14 17:08:22
53,2026-04-13,FR 6734,FR,OLBIA (OLB),2026-04-13 11:25:00,2026-04-13 11:32:00,Wystartował 11:32,2026-04-14 17:08:22
54,2026-04-13,EZY 3490,EZY,LIVERPOOL (LPL),2026-04-13 11:30:00,2026-04-13 11:47:00,Wystartował 11:47,2026-04-14 17:08:22
55,2026-04-13,FR 2782,FR,RIMINI (RMI),2026-04-13 11:35:00,2026-04-13 13:16:00,Wystartował 13:16,2026-04-14 17:08:22
56,2026-04-13,KL 1324,KL,AMSTERDAM (AMS),2026-04-13 11:50:00,2026-04-13 11:56:00,Wystartował 11:56,2026-04-14 17:08:22
57,2026-04-13,FR 4426,FR,CAGLIARI (CAG),2026-04-13 12:00:00,2026-04-13 12:35:00,Wystartował 12:35,2026-04-14 17:08:22
58,2026-04-13,LO 3908,LO,WARSZAWA (WAW),2026-04-13 12:15:00,2026-04-13 13:07:00,Wystartował 13:07,2026-04-14 17:08:22
59,2026-04-13,DY 1041,DY,OSLO GARDERMOEN (OSL),2026-04-13 12:25:00,2026-04-13 12:33:00,Wystartował 12:33,2026-04-14 17:08:22
60,2026-04-13,AY 1166,AY,HELSINKI (HEL),2026-04-13 12:30:00,2026-04-13 12:25:00,Wystartował 12:25,2026-04-14 17:08:22
61,2026-04-13,FR 7932,FR,PIZA (PSA),2026-04-13 12:40:00,2026-04-13 12:38:00,Wystartował 12:38,2026-04-14 17:08:22
62,2026-04-13,LH 1365,LH,FRANKFURT (FRA),2026-04-13 12:40:00,,Odwołany,2026-04-14 17:08:22
63,2026-04-13,FR 6230,FR,SZCZECIN (SZZ),2026-04-13 12:45:00,2026-04-13 12:59:00,Wystartował 12:59,2026-04-14 17:08:22
64,2026-04-13,W6 2033,W6,OSLO GARDERMOEN (OSL),2026-04-13 12:45:00,2026-04-13 12:57:00,Wystartował 12:57,2026-04-14 17:08:22
65,2026-04-13,W6 5178,W6,TIRANA (TIA),2026-04-13 12:50:00,2026-04-13 13:04:00,Wystartował 13:04,2026-04-14 17:08:22
66,2026-04-13,DY 1029,DY,BERGEN (BGO),2026-04-13 13:00:00,2026-04-13 13:14:00,Wystartował 13:14,2026-04-14 17:08:22
67,2026-04-13,EW 9733,EW,DUSSELDORF (DUS),2026-04-13 13:00:00,,Odwołany,2026-04-14 17:08:22
68,2026-04-13,W6 4454,W6,SOFIA (SOF),2026-04-13 13:05:00,2026-04-13 13:30:00,Wystartował 13:30,2026-04-14 17:08:22
69,2026-04-13,LH 1623,LH,MONACHIUM (MUC),2026-04-13 13:25:00,,Odwołany,2026-04-14 17:08:22
70,2026-04-13,FR 237,FR,GDAŃSK (GDN),2026-04-13 13:35:00,2026-04-13 13:43:00,Wystartował 13:43,2026-04-14 17:08:22
71,2026-04-13,W6 2057,W6,BUKARESZT BANEASA (BBU),2026-04-13 13:35:00,2026-04-13 13:48:00,Wystartował 13:48,2026-04-14 17:08:22
72,2026-04-13,LO 2083,LO,NOWY JORK - NEWARK (EWR),2026-04-13 13:50:00,2026-04-13 14:26:00,Wystartował 14:26,2026-04-14 17:08:22
73,2026-04-13,W6 2029,W6,BAZYLEA (BSL),2026-04-13 13:50:00,2026-04-13 14:09:00,Wystartował 14:09,2026-04-14 17:08:22
74,2026-04-13,FR 7994,FR,RYGA (RIX),2026-04-13 13:55:00,2026-04-13 14:16:00,Wystartował 14:16,2026-04-14 17:08:22
75,2026-04-13,D8 3563,D8,KOPENHAGA (CPH),2026-04-13 14:00:00,2026-04-13 14:11:00,Wystartował 14:11,2026-04-14 17:08:22
76,2026-04-13,KL 1326,KL,AMSTERDAM (AMS),2026-04-13 14:05:00,2026-04-13 14:29:00,Wystartował 14:29,2026-04-14 17:08:22
77,2026-04-13,EJU 7962,EJU,AMSTERDAM (AMS),2026-04-13 14:10:00,2026-04-13 14:43:00,Wystartował 14:43,2026-04-14 17:08:22
78,2026-04-13,FR 3435,FR,PARYŻ BEAUVAIS (BVA),2026-04-13 14:45:00,2026-04-13 14:50:00,Wystartował 14:50,2026-04-14 17:08:22
79,2026-04-13,OS 680,OS,WIEDEŃ (VIE),2026-04-13 14:50:00,2026-04-13 15:04:00,Wystartował 15:04,2026-04-14 17:08:22
80,2026-04-13,FR 3036,FR,BARCELONA (BCN),2026-04-13 14:55:00,2026-04-13 16:03:00,Wystartował 16:03,2026-04-14 17:08:22
81,2026-04-13,LO 3906,LO,WARSZAWA (WAW),2026-04-13 14:55:00,2026-04-13 15:38:00,Wystartował 15:38,2026-04-14 17:08:22
82,2026-04-13,FR 7933,FR,PODGORICA (TGD),2026-04-13 15:10:00,2026-04-13 15:11:00,Wystartował 15:11,2026-04-14 17:08:22
83,2026-04-13,LO 2161,LO,MADRYT (MAD),2026-04-13 15:10:00,2026-04-13 15:20:00,Wystartował 15:20,2026-04-14 17:08:22
84,2026-04-13,FR 4490,FR,ANKONA (AOI),2026-04-13 15:15:00,2026-04-13 15:25:00,Wystartował 15:25,2026-04-14 17:08:22
85,2026-04-13,W6 2073,W6,MALAGA (AGP),2026-04-13 15:25:00,2026-04-13 15:43:00,Wystartował 15:43,2026-04-14 17:08:22
86,2026-04-13,FR 042,FR,EINDHOVEN (EIN),2026-04-13 15:35:00,2026-04-13 15:46:00,Wystartował 15:46,2026-04-14 17:08:22
87,2026-04-13,PC 1748,PC,ANKARA (ESB),2026-04-13 15:40:00,2026-04-13 15:52:00,Wystartował 15:52,2026-04-14 17:08:22
88,2026-04-13,FR 6355,FR,ALICANTE (ALC),2026-04-13 16:15:00,2026-04-13 16:27:00,Wystartował 16:27,2026-04-14 17:08:22
89,2026-04-13,FR 7554,FR,TIRANA (TIA),2026-04-13 16:15:00,2026-04-13 16:40:00,Wystartował 16:40,2026-04-14 17:08:22
90,2026-04-13,EJU 4672,EJU,PARYŻ (CDG),2026-04-13 16:20:00,2026-04-13 16:25:00,Wystartował 16:25,2026-04-14 17:08:22
91,2026-04-13,FR 5357,FR,MADRYT (MAD),2026-04-13 16:25:00,2026-04-13 16:42:00,Wystartował 16:42,2026-04-14 17:08:22
92,2026-04-13,W6 2095,W6,BARCELONA (BCN),2026-04-13 16:30:00,2026-04-13 16:44:00,Wystartował 16:44,2026-04-14 17:08:22
93,2026-04-13,EN 8343,EN,MONACHIUM (MUC),2026-04-13 16:45:00,2026-04-13 16:51:00,Wystartował 16:51,2026-04-14 17:08:22
94,2026-04-13,FR 1469,FR,RZYM CIAMPINO (CIA),2026-04-13 16:45:00,2026-04-13 16:46:00,Wystartował 16:46,2026-04-14 17:08:22
95,2026-04-13,FR 4203,FR,GLASGOW (GLA),2026-04-13 16:50:00,2026-04-13 16:58:00,Wystartował 16:58,2026-04-14 17:08:22
96,2026-04-13,FR 7115,FR,MALTA (MLA),2026-04-13 17:00:00,2026-04-13 17:05:00,Wystartował 17:05,2026-04-14 17:08:22
97,2026-04-13,LO 3507,LO,OLSZTYN-MAZURY (SZY),2026-04-13 17:00:00,2026-04-13 17:15:00,Wystartował 17:15,2026-04-14 17:08:22
98,2026-04-13,FR 4462,FR,MEDIOLAN MALPENSA (MXP),2026-04-13 17:05:00,2026-04-13 17:11:00,Wystartował 17:11,2026-04-14 17:08:22
99,2026-04-13,LO 2151,LO,PARYŻ ORLY (ORY),2026-04-13 17:10:00,2026-04-13 17:23:00,Wystartował 17:23,2026-04-14 17:08:22
100,2026-04-13,SN 2548,SN,BRUKSELA (BRU),2026-04-13 17:15:00,2026-04-13 17:25:00,Wystartował 17:25,2026-04-14 17:08:22
101,2026-04-13,FR 2370,FR,LOURDES (LDE),2026-04-13 17:50:00,2026-04-13 18:04:00,Wystartował 18:04,2026-04-14 17:08:22
102,2026-04-13,KL 1328,KL,AMSTERDAM (AMS),2026-04-13 17:55:00,2026-04-13 18:12:00,Wystartował 18:12,2026-04-14 17:08:22
103,2026-04-13,W6 2043,W6,STAVANGER (SVG),2026-04-13 18:00:00,2026-04-13 18:06:00,Wystartował 18:06,2026-04-14 17:08:22
104,2026-04-13,FR 3326,FR,SHANNON (SNN),2026-04-13 18:25:00,2026-04-13 18:31:00,Wystartował 18:31,2026-04-14 17:08:22
105,2026-04-13,LO 3924,LO,WARSZAWA (WAW),2026-04-13 18:25:00,2026-04-13 18:43:00,Wystartował 18:43,2026-04-14 17:08:22
106,2026-04-13,W6 2071,W6,NICEA (NCE),2026-04-13 18:25:00,2026-04-13 18:29:00,Wystartował 18:29,2026-04-14 17:08:22
107,2026-04-13,W6 2061,W6,RZYM FIUMICINO (FCO),2026-04-13 18:35:00,2026-04-13 18:38:00,Wystartował 18:38,2026-04-14 17:08:22
108,2026-04-13,W6 2067,W6,MEDIOLAN MALPENSA (MXP),2026-04-13 18:40:00,2026-04-13 18:47:00,Wystartował 18:47,2026-04-14 17:08:22
109,2026-04-13,FR 8672,FR,BARCELONA GIRONA (GRO),2026-04-13 18:45:00,2026-04-13 18:50:00,Wystartował 18:50,2026-04-14 17:08:22
110,2026-04-13,KL 1330,KL,AMSTERDAM (AMS),2026-04-13 19:00:00,2026-04-13 19:09:00,Wystartował 19:09,2026-04-14 17:08:22
111,2026-04-13,FR 2433,FR,LONDYN STANSTED (STN),2026-04-13 19:10:00,2026-04-13 19:18:00,Wystartował 19:18,2026-04-14 17:08:22
112,2026-04-13,LH 1369,LH,FRANKFURT (FRA),2026-04-13 19:10:00,,Odwołany,2026-04-14 17:08:22
113,2026-04-13,FR 451,FR,NEWCASTLE (NCL),2026-04-13 19:20:00,2026-04-13 19:24:00,Wystartował 19:24,2026-04-14 17:08:22
114,2026-04-13,LX 1375,LX,ZURYCH (ZRH),2026-04-13 19:45:00,2026-04-13 20:05:00,Wystartował 20:05,2026-04-14 17:08:22
115,2026-04-13,FR 4636,FR,SZTOKHOLM ARLANDA (ARN),2026-04-13 20:00:00,2026-04-13 20:08:00,Wystartował 20:08,2026-04-14 17:08:22
116,2026-04-13,FR 5145,FR,LAMEZIA TERME (SUF),2026-04-13 20:10:00,2026-04-13 20:26:00,Wystartował 20:26,2026-04-14 17:08:22
117,2026-04-13,FR 5917,FR,DUBROWNIK (DBV),2026-04-13 20:10:00,2026-04-13 20:17:00,Wystartował 20:17,2026-04-14 17:08:22
118,2026-04-13,FR 9949,FR,TULUZA (TLS),2026-04-13 20:10:00,2026-04-14 00:14:00,Wystartował 00:14,2026-04-14 17:08:22
119,2026-04-13,LS 114,LS,GLASGOW (GLA),2026-04-13 20:10:00,2026-04-13 21:03:00,Wystartował 21:03,2026-04-14 17:08:22
120,2026-04-13,TK 1274,TK,STAMBUŁ (IST),2026-04-13 20:20:00,2026-04-13 20:29:00,Wystartował 20:29,2026-04-14 17:08:22
121,2026-04-13,FR 6964,FR,KORFU (CFU),2026-04-13 20:25:00,2026-04-13 20:33:00,Wystartował 20:33,2026-04-14 17:08:22
122,2026-04-13,LS 296,LS,LEEDS BRADFORD (LBA),2026-04-13 20:40:00,2026-04-13 20:53:00,Wystartował 20:53,2026-04-14 17:08:22
123,2026-04-13,EZS 1262,EZS,BAZYLEA (BSL),2026-04-13 20:45:00,2026-04-13 20:39:00,Wystartował 20:39,2026-04-14 17:08:22
124,2026-04-13,FR 2722,FR,BARI (BRI),2026-04-13 20:45:00,2026-04-13 21:19:00,Wystartował 21:19,2026-04-14 17:08:22
125,2026-04-13,LS 1252,LS,BIRMINGHAM (BHX),2026-04-13 20:45:00,2026-04-13 21:00:00,Wystartował 21:00,2026-04-14 17:08:22
126,2026-04-13,LS 950,LS,MANCHESTER (MAN),2026-04-13 20:50:00,2026-04-13 21:07:00,Wystartował 21:07,2026-04-14 17:08:22
127,2026-04-13,FR 4935,FR,BRUKSELA CHARLEROI (CRL),2026-04-13 20:55:00,2026-04-13 21:04:00,Wystartował 21:04,2026-04-14 17:08:22
128,2026-04-13,LS 1902,LS,NEWCASTLE (NCL),2026-04-13 21:10:00,2026-04-13 21:21:00,Wystartował 21:21,2026-04-14 17:08:22
129,2026-04-13,FR 2498,FR,LONDYN STANSTED (STN),2026-04-13 21:25:00,2026-04-13 23:11:00,Wystartował 23:11,2026-04-14 17:08:22
130,2026-04-13,DY 1043,DY,OSLO GARDERMOEN (OSL),2026-04-13 21:30:00,2026-04-13 21:47:00,Wystartował 21:47,2026-04-14 17:08:22
131,2026-04-13,LO 3922,LO,WARSZAWA (WAW),2026-04-13 21:30:00,2026-04-13 21:34:00,Wystartował 21:34,2026-04-14 17:08:22
132,2026-04-13,FR 6782,FR,TRIEST (TRS),2026-04-13 21:35:00,2026-04-13 21:30:00,Wystartował 21:30,2026-04-14 17:08:22
133,2026-04-13,EZY 2264,EZY,MANCHESTER (MAN),2026-04-13 21:40:00,2026-04-13 22:06:00,Wystartował 22:06,2026-04-14 17:08:22
134,2026-04-13,FR 1725,FR,EAST MIDLANDS (EMA),2026-04-13 21:45:00,2026-04-13 22:21:00,Wystartował 22:21,2026-04-14 17:08:22
135,2026-04-13,FR 7226,FR,SALONIKI (SKG),2026-04-13 21:55:00,2026-04-13 21:56:00,Wystartował 21:56,2026-04-14 17:08:22
136,2026-04-13,EZY 8824,EZY,LONDYN GATWICK (LGW),2026-04-13 22:05:00,2026-04-13 22:19:00,Wystartował 22:19,2026-04-14 17:08:22
137,2026-04-13,FR 2726,FR,CATANIA (CTA),2026-04-13 22:15:00,2026-04-13 22:23:00,Wystartował 22:23,2026-04-14 17:08:22
138,2026-04-13,FR 3050,FR,BARCELONA (BCN),2026-04-13 22:30:00,2026-04-13 22:32:00,Wystartował 22:32,2026-04-14 17:08:22
139,2026-04-13,FR 2763,FR,KOPENHAGA (CPH),2026-04-13 22:35:00,2026-04-13 22:37:00,Wystartował 22:37,2026-04-14 17:08:22
140,2026-04-13,FR 5518,FR,BRISTOL (BRS),2026-04-13 23:00:00,2026-04-13 23:02:00,Wystartował 23:02,2026-04-14 17:08:22
141,2026-04-13,FR 2149,FR,MANCHESTER (MAN),2026-04-13 23:10:00,2026-04-14 01:05:00,Wystartował 01:05,2026-04-14 17:08:22
142,2026-04-14,W6 2047,W6,BARCELONA (BCN),2026-04-14 05:30:00,2026-04-14 05:38:00,Wystartował 05:38,2026-04-14 17:25:39
143,2026-04-14,W6 2079,W6,WALENCJA (VLC),2026-04-14 05:35:00,2026-04-14 05:45:00,Wystartował 05:45,2026-04-14 17:25:39
144,2026-04-14,LO 3910,LO,WARSZAWA (WAW),2026-04-14 05:40:00,2026-04-14 05:52:00,Wystartował 05:52,2026-04-14 17:25:39
145,2026-04-14,FR 4070,FR,PRAGA (PRG),2026-04-14 05:50:00,2026-04-14 05:54:00,Wystartował 05:54,2026-04-14 17:25:39
146,2026-04-14,FR 2342,FR,LEEDS BRADFORD (LBA),2026-04-14 05:55:00,2026-04-14 05:59:00,Wystartował 05:59,2026-04-14 17:25:39
147,2026-04-14,FR 9541,FR,BUKARESZT BANEASA (BBU),2026-04-14 05:55:00,2026-04-14 06:01:00,Wystartował 06:01,2026-04-14 17:25:39
148,2026-04-14,FR 6216,FR,OSLO TORP (TRF),2026-04-14 06:00:00,2026-04-14 06:04:00,Wystartował 06:04,2026-04-14 17:25:39
149,2026-04-14,LH 1627,LH,MONACHIUM (MUC),2026-04-14 06:00:00,,Odwołany,2026-04-14 17:25:39
150,2026-04-14,W6 2007,W6,LONDYN GATWICK (LGW),2026-04-14 06:00:00,2026-04-14 06:22:00,Wystartował 06:22,2026-04-14 17:25:39
151,2026-04-14,FR 2777,FR,SALONIKI (SKG),2026-04-14 06:05:00,2026-04-14 06:08:00,Wystartował 06:08,2026-04-14 17:25:39
152,2026-04-14,LH 1371,LH,FRANKFURT (FRA),2026-04-14 06:10:00,,Odwołany,2026-04-14 17:25:39
153,2026-04-14,FR 2363,FR,LONDYN STANSTED (STN),2026-04-14 06:30:00,2026-04-14 06:31:00,Wystartował 06:31,2026-04-14 17:25:39
154,2026-04-14,KL 1322,KL,AMSTERDAM (AMS),2026-04-14 06:30:00,2026-04-14 06:49:00,Wystartował 06:49,2026-04-14 17:25:39
155,2026-04-14,W6 2027,W6,GENUA (GOA),2026-04-14 06:30:00,2026-04-14 06:35:00,Wystartował 06:35,2026-04-14 17:25:39
156,2026-04-14,FR 4203,FR,GLASGOW (GLA),2026-04-14 06:45:00,2026-04-14 06:46:00,Wystartował 06:46,2026-04-14 17:25:39
157,2026-04-14,FR 8707,FR,CATANIA (CTA),2026-04-14 06:45:00,2026-04-14 06:48:00,Wystartował 06:48,2026-04-14 17:25:39
158,2026-04-14,FR 7554,FR,TIRANA (TIA),2026-04-14 06:50:00,2026-04-14 06:54:00,Wystartował 06:54,2026-04-14 17:25:39
159,2026-04-14,FR 3036,FR,BARCELONA (BCN),2026-04-14 07:05:00,2026-04-14 07:11:00,Wystartował 07:11,2026-04-14 17:25:39
160,2026-04-14,FR 4935,FR,BRUKSELA CHARLEROI (CRL),2026-04-14 07:15:00,2026-04-14 08:22:00,Wystartował 08:22,2026-04-14 17:25:39
161,2026-04-14,W6 2031,W6,RZYM FIUMICINO (FCO),2026-04-14 07:15:00,2026-04-14 07:17:00,Wystartował 07:17,2026-04-14 17:25:39
162,2026-04-14,FR 5428,FR,RYGA (RIX),2026-04-14 07:45:00,2026-04-14 07:51:00,Wystartował 07:51,2026-04-14 17:25:39
163,2026-04-14,FR 2724,FR,KOPENHAGA (CPH),2026-04-14 08:10:00,2026-04-14 08:15:00,Wystartował 08:15,2026-04-14 17:25:39
164,2026-04-14,FR 042,FR,EINDHOVEN (EIN),2026-04-14 08:35:00,2026-04-14 08:40:00,Wystartował 08:40,2026-04-14 17:25:39
165,2026-04-14,LO 3904,LO,WARSZAWA (WAW),2026-04-14 08:50:00,2026-04-14 09:08:00,Wystartował 09:08,2026-04-14 17:25:39
166,2026-04-14,AY 1162,AY,HELSINKI (HEL),2026-04-14 08:55:00,2026-04-14 09:04:00,Wystartował 09:04,2026-04-14 17:25:39
167,2026-04-14,FR 6232,FR,PALERMO (PMO),2026-04-14 08:55:00,2026-04-14 08:53:00,Wystartował 08:53,2026-04-14 17:25:39
168,2026-04-14,EJU 4668,EJU,PARYŻ (CDG),2026-04-14 09:00:00,2026-04-14 09:00:00,Wystartował 09:00,2026-04-14 17:25:39
169,2026-04-14,LX 1371,LX,ZURYCH (ZRH),2026-04-14 09:30:00,2026-04-14 10:01:00,Wystartował 10:01,2026-04-14 17:25:39
170,2026-04-14,TK 1272,TK,STAMBUŁ (IST),2026-04-14 09:30:00,2026-04-14 09:54:00,Wystartował 09:54,2026-04-14 17:25:39
171,2026-04-14,LH 1621,LH,MONACHIUM (MUC),2026-04-14 09:35:00,,Odwołany,2026-04-14 17:25:39
172,2026-04-14,FR 6359,FR,LIVERPOOL (LPL),2026-04-14 09:45:00,2026-04-14 09:55:00,Wystartował 09:55,2026-04-14 17:25:39
173,2026-04-14,LO 2141,LO,RZYM FIUMICINO (FCO),2026-04-14 10:00:00,2026-04-14 10:14:00,Wystartował 10:14,2026-04-14 17:25:39
174,2026-04-14,SK 1736,SK,KOPENHAGA (CPH),2026-04-14 10:05:00,2026-04-14 10:16:00,Wystartował 10:16,2026-04-14 17:25:39
175,2026-04-14,FR 2966,FR,BARI (BRI),2026-04-14 10:10:00,2026-04-14 10:10:00,Wystartował 10:10,2026-04-14 17:25:39
176,2026-04-14,FR 6691,FR,SZTOKHOLM ARLANDA (ARN),2026-04-14 10:30:00,,Gate zamknięty,2026-04-14 17:25:39
177,2026-04-14,FR 083,FR,RZYM CIAMPINO (CIA),2026-04-14 10:55:00,2026-04-14 10:58:00,Wystartował 10:58,2026-04-14 17:25:39
