id,data_lotu,numer_lotu,linia_lotnicza,kierunek,czas_planowany,czas_rzeczywisty,status,ostatnia_aktualizacja
671,2026-04-20,LH 1371,LH,FRANKFURT (FRA),2026-04-20 06:10:00,2026-04-20 06:13:00,Wystartował 06:13,2026-04-21 07:26:27
672,2026-04-20,FR 8975,FR,SOFIA (SOF),2026-04-20 06:15:00,2026-04-20 06:21:00,Wystartował 06:21,2026-04-21 07:26:27
673,2026-04-20,KL 1322,KL,AMSTERDAM (AMS),2026-04-20 06:30:00,2026-04-20 06:40:00,Wystartował 06:40,2026-04-21 07:26:27
674,2026-04-20,W6 2039,W6,WILNO (VNO),2026-04-20 06:30:00,2026-04-20 06:36:00,Wystartował 06:36,2026-04-21 07:26:27
675,2026-04-20,FR 083,FR,RZYM CIAMPINO (CIA),2026-04-20 06:35:00,2026-04-20 06:38:00,Wystartował 06:38,2026-04-21 07:26:27
676,2026-04-20,FR 2363,FR,LONDYN STANSTED (STN),2026-04-20 06:45:00,2026-04-20 06:45:00,Wystartował 06:45,2026-04-21 07:26:27
677,2026-04-20,FR 7273,FR,ZADAR (ZAD),2026-04-20 06:55:00,2026-04-20 07:01:00,Wystartował 07:01,2026-04-21 07:26:27
678,2026-04-20,LO 2163,LO,BARCELONA (BCN),2026-04-20 07:00:00,2026-04-20 07:03:00,Wystartował 07:03,2026-04-21 07:26:27
679,2026-04-20,FR 1812,FR,LONDYN LUTON (LTN),2026-04-20 07:05:00,2026-04-20 07:09:00,Wystartował 07:09,2026-04-21 07:26:27
680,2026-04-20,FR 3536,FR,MEDIOLAN BERGAMO (BGY),2026-04-20 07:05:00,2026-04-20 07:11:00,Wystartował 07:11,2026-04-21 07:26:27
681,2026-04-20,FR 2380,FR,PERUGIA (PEG),2026-04-20 07:20:00,2026-04-20 07:24:00,Wystartował 07:24,2026-04-21 07:26:27
682,2026-04-20,FR 6625,FR,EDYNBURG (EDI),2026-04-20 07:20:00,2026-04-20 07:22:00,Wystartował 07:22,2026-04-21 07:26:27
683,2026-04-20,FR 9017,FR,CASTELLON (CDT),2026-04-20 07:45:00,2026-04-20 07:51:00,Wystartował 07:51,2026-04-21 07:26:27
684,2026-04-20,XQ 433,XQ,ANTALIA (AYT),2026-04-20 07:55:00,2026-04-20 08:14:00,Wystartował 08:14,2026-04-21 07:26:27
685,2026-04-20,FR 4010,FR,GÖTEBORG LANDVETTER (GOT),2026-04-20 08:00:00,2026-04-20 08:09:00,Wystartował 08:09,2026-04-21 07:26:27
686,2026-04-20,FR 2333,FR,LEEDS BRADFORD (LBA),2026-04-20 08:10:00,2026-04-20 08:12:00,Wystartował 08:12,2026-04-21 07:26:27
687,2026-04-20,FR 5087,FR,PAFOS (PFO),2026-04-20 08:10:00,2026-04-20 08:18:00,Wystartował 08:18,2026-04-21 07:26:27
688,2026-04-20,FR 2724,FR,KOPENHAGA (CPH),2026-04-20 08:15:00,2026-04-20 08:22:00,Wystartował 08:22,2026-04-21 07:26:27
689,2026-04-20,FR 2174,FR,MEMMINGEN (FMM),2026-04-20 08:45:00,2026-04-20 08:50:00,Wystartował 08:50,2026-04-21 07:26:27
690,2026-04-20,LO 3904,LO,WARSZAWA (WAW),2026-04-20 08:50:00,2026-04-20 09:00:00,Wystartował 09:00,2026-04-21 07:26:27
691,2026-04-20,AY 1162,AY,HELSINKI (HEL),2026-04-20 08:55:00,2026-04-20 09:19:00,Wystartował 09:19,2026-04-21 07:26:27
692,2026-04-20,FR 6359,FR,LIVERPOOL (LPL),2026-04-20 08:55:00,2026-04-20 08:58:00,Wystartował 08:58,2026-04-21 07:26:27
693,2026-04-20,W4 2031,W4,RZYM FIUMICINO (FCO),2026-04-20 08:55:00,2026-04-20 09:06:00,Wystartował 09:06,2026-04-21 07:26:27
694,2026-04-20,D8 3806,D8,SZTOKHOLM ARLANDA (ARN),2026-04-20 09:10:00,2026-04-20 09:13:00,Wystartował 09:13,2026-04-21 07:26:27
695,2026-04-20,JU 157,JU,BELGRAD (BEG),2026-04-20 09:10:00,2026-04-20 09:19:00,Wystartował 09:19,2026-04-21 07:26:27
696,2026-04-20,FR 1466,FR,BIRMINGHAM (BHX),2026-04-20 09:35:00,2026-04-20 09:36:00,Wystartował 09:36,2026-04-21 07:26:27
697,2026-04-20,LH 1621,LH,MONACHIUM (MUC),2026-04-20 09:35:00,,Odwołany,2026-04-21 07:26:27
698,2026-04-20,LX 1371,LX,ZURYCH (ZRH),2026-04-20 09:35:00,2026-04-20 09:40:00,Wystartował 09:40,2026-04-21 07:26:27
699,2026-04-20,LO 2141,LO,RZYM FIUMICINO (FCO),2026-04-20 09:55:00,2026-04-20 09:56:00,Wystartował 09:56,2026-04-21 07:26:27
700,2026-04-20,EZY 8822,EZY,LONDYN GATWICK (LGW),2026-04-20 10:05:00,2026-04-20 10:06:00,Wystartował 10:06,2026-04-21 07:26:27
701,2026-04-20,RK 6807,RK,BELFAST (BFS),2026-04-20 10:05:00,2026-04-20 10:16:00,Wystartował 10:16,2026-04-21 07:26:27
702,2026-04-20,SK 1736,SK,KOPENHAGA (CPH),2026-04-20 10:05:00,2026-04-20 10:14:00,Wystartował 10:14,2026-04-21 07:26:27
703,2026-04-20,FR 2229,FR,WALENCJA (VLC),2026-04-20 10:15:00,2026-04-20 10:42:00,Wystartował 10:42,2026-04-21 07:26:27
704,2026-04-20,LG 5742,LG,LUKSEMBURG (LUX),2026-04-20 10:20:00,2026-04-20 10:38:00,Wystartował 10:38,2026-04-21 07:26:27
705,2026-04-20,FR 6232,FR,PALERMO (PMO),2026-04-20 10:25:00,2026-04-20 10:30:00,Wystartował 10:30,2026-04-21 07:26:27
706,2026-04-20,W6 2091,W6,LYON (LYS),2026-04-20 10:25:00,2026-04-20 10:34:00,Wystartował 10:34,2026-04-21 07:26:27
707,2026-04-20,EZY 3314,EZY,EDYNBURG (EDI),2026-04-20 10:30:00,2026-04-20 10:57:00,Wystartował 10:57,2026-04-21 07:26:27
708,2026-04-20,FR 3799,FR,BOLONIA (BLQ),2026-04-20 10:45:00,2026-04-20 10:52:00,Wystartował 10:52,2026-04-21 07:26:27
709,2026-04-20,FR 4512,FR,PALMA DE MALLORCA (PMI),2026-04-20 10:45:00,2026-04-20 10:59:00,Wystartował 10:59,2026-04-21 07:26:27
710,2026-04-20,EZY 3490,EZY,LIVERPOOL (LPL),2026-04-20 10:55:00,2026-04-20 11:04:00,Wystartował 11:04,2026-04-21 07:26:27
711,2026-04-20,FR 2589,FR,MALAGA (AGP),2026-04-20 10:55:00,2026-04-20 11:11:00,Wystartował 11:11,2026-04-21 07:26:27
712,2026-04-20,LH 1363,LH,FRANKFURT (FRA),2026-04-20 10:55:00,2026-04-20 11:27:00,Wystartował 11:27,2026-04-21 07:26:27
713,2026-04-20,LY 5120,LY,TEL AVIV (TLV),2026-04-20 10:55:00,2026-04-20 11:08:00,Wystartował 11:08,2026-04-21 07:26:27
714,2026-04-20,EZS 5854,EZS,BAZYLEA (BSL),2026-04-20 11:10:00,2026-04-20 11:23:00,Wystartował 11:23,2026-04-21 07:26:27
715,2026-04-20,FR 2142,FR,MANCHESTER (MAN),2026-04-20 11:10:00,2026-04-20 11:36:00,Wystartował 11:36,2026-04-21 07:26:27
716,2026-04-20,EZY 2938,EZY,BRISTOL (BRS),2026-04-20 11:25:00,2026-04-20 11:51:00,Wystartował 11:51,2026-04-21 07:26:27
717,2026-04-20,FR 6310,FR,OSLO TORP (TRF),2026-04-20 11:25:00,2026-04-20 11:43:00,Wystartował 11:43,2026-04-21 07:26:27
718,2026-04-20,FR 6734,FR,OLBIA (OLB),2026-04-20 11:25:00,2026-04-20 12:53:00,Wystartował 12:53,2026-04-21 07:26:27
719,2026-04-20,FR 2782,FR,RIMINI (RMI),2026-04-20 11:35:00,2026-04-20 11:48:00,Wystartował 11:48,2026-04-21 07:26:27
720,2026-04-20,KL 1324,KL,AMSTERDAM (AMS),2026-04-20 11:50:00,2026-04-20 12:09:00,Wystartował 12:09,2026-04-21 07:26:27
721,2026-04-20,FR 4426,FR,CAGLIARI (CAG),2026-04-20 12:00:00,2026-04-20 12:14:00,Wystartował 12:14,2026-04-21 07:26:27
722,2026-04-20,LO 3908,LO,WARSZAWA (WAW),2026-04-20 12:15:00,2026-04-20 12:31:00,Wystartował 12:31,2026-04-21 07:26:27
723,2026-04-20,DY 1041,DY,OSLO GARDERMOEN (OSL),2026-04-20 12:25:00,2026-04-20 12:46:00,Wystartował 12:46,2026-04-21 07:26:27
724,2026-04-20,AY 1166,AY,HELSINKI (HEL),2026-04-20 12:30:00,2026-04-20 12:21:00,Wystartował 12:21,2026-04-21 07:26:27
725,2026-04-20,FR 7932,FR,PIZA (PSA),2026-04-20 12:40:00,2026-04-20 13:00:00,Wystartował 13:00,2026-04-21 07:26:27
726,2026-04-20,LH 1365,LH,FRANKFURT (FRA),2026-04-20 12:40:00,2026-04-20 12:51:00,Wystartował 12:51,2026-04-21 07:26:27
727,2026-04-20,FR 6230,FR,SZCZECIN (SZZ),2026-04-20 12:45:00,2026-04-20 13:08:00,Wystartował 13:08,2026-04-21 07:26:27
728,2026-04-20,W6 2033,W6,OSLO GARDERMOEN (OSL),2026-04-20 12:45:00,2026-04-20 12:57:00,Wystartował 12:57,2026-04-21 07:26:27
729,2026-04-20,W6 5178,W6,TIRANA (TIA),2026-04-20 12:50:00,2026-04-20 12:54:00,Wystartował 12:54,2026-04-21 07:26:27
730,2026-04-20,DY 1029,DY,BERGEN (BGO),2026-04-20 13:00:00,2026-04-20 13:56:00,Wystartował 13:56,2026-04-21 07:26:27
731,2026-04-20,EW 9733,EW,DUSSELDORF (DUS),2026-04-20 13:00:00,2026-04-20 13:33:00,Wystartował 13:33,2026-04-21 07:26:27
732,2026-04-20,W6 4454,W6,SOFIA (SOF),2026-04-20 13:05:00,2026-04-20 13:35:00,Wystartował 13:35,2026-04-21 07:26:27
733,2026-04-20,LH 1623,LH,MONACHIUM (MUC),2026-04-20 13:25:00,2026-04-20 13:56:00,Wystartował 13:56,2026-04-21 07:26:27
734,2026-04-20,FR 237,FR,GDAŃSK (GDN),2026-04-20 13:35:00,2026-04-20 13:45:00,Wystartował 13:45,2026-04-21 07:26:27
735,2026-04-20,W6 2057,W6,BUKARESZT BANEASA (BBU),2026-04-20 13:35:00,2026-04-20 13:39:00,Wystartował 13:39,2026-04-21 07:26:27
736,2026-04-20,W6 2029,W6,STUTTGART (STR),2026-04-20 13:50:00,2026-04-20 14:03:00,Wystartował 14:03,2026-04-21 07:26:27
737,2026-04-20,FR 7994,FR,RYGA (RIX),2026-04-20 13:55:00,2026-04-20 14:11:00,Wystartował 14:11,2026-04-21 07:26:27
738,2026-04-20,D8 3563,D8,KOPENHAGA (CPH),2026-04-20 14:00:00,2026-04-20 14:01:00,Wystartował 14:01,2026-04-21 07:26:27
739,2026-04-20,KL 1326,KL,AMSTERDAM (AMS),2026-04-20 14:05:00,2026-04-20 14:32:00,Wystartował 14:32,2026-04-21 07:26:27
740,2026-04-20,EJU 7962,EJU,AMSTERDAM (AMS),2026-04-20 14:10:00,2026-04-20 14:28:00,Wystartował 14:28,2026-04-21 07:26:27
741,2026-04-20,FR 3435,FR,PARYŻ BEAUVAIS (BVA),2026-04-20 14:45:00,,Gate zamknięty,2026-04-21 07:26:27
742,2026-04-20,OS 680,OS,WIEDEŃ (VIE),2026-04-20 14:50:00,2026-04-20 14:55:00,Wystartował 14:55,2026-04-21 07:26:27
743,2026-04-20,FR 3036,FR,BARCELONA (BCN),2026-04-20 14:55:00,2026-04-20 16:31:00,Wystartował 16:31,2026-04-21 07:26:27
744,2026-04-20,LO 3906,LO,WARSZAWA (WAW),2026-04-20 14:55:00,2026-04-20 15:28:00,Wystartował 15:28,2026-04-21 07:26:27
745,2026-04-20,FR 7933,FR,PODGORICA (TGD),2026-04-20 15:10:00,2026-04-20 15:17:00,Wystartował 15:17,2026-04-21 07:26:27
746,2026-04-20,LO 2161,LO,MADRYT (MAD),2026-04-20 15:10:00,2026-04-20 15:21:00,Wystartował 15:21,2026-04-21 07:26:27
747,2026-04-20,FR 4490,FR,ANKONA (AOI),2026-04-20 15:15:00,2026-04-20 15:15:00,Wystartował 15:15,2026-04-21 07:26:27
748,2026-04-20,W6 2073,W6,MALAGA (AGP),2026-04-20 15:25:00,2026-04-20 16:24:00,Wystartował 16:24,2026-04-21 07:26:27
749,2026-04-20,FR 042,FR,EINDHOVEN (EIN),2026-04-20 15:35:00,2026-04-20 15:40:00,Wystartował 15:40,2026-04-21 07:26:27
750,2026-04-20,PC 1748,PC,ANKARA (ESB),2026-04-20 15:40:00,2026-04-20 15:47:00,Wystartował 15:47,2026-04-21 07:26:27
751,2026-04-20,FR 6355,FR,ALICANTE (ALC),2026-04-20 16:15:00,2026-04-20 16:20:00,Wystartował 16:20,2026-04-21 07:26:27
752,2026-04-20,FR 7554,FR,TIRANA (TIA),2026-04-20 16:15:00,2026-04-20 16:20:00,Wystartował 16:20,2026-04-21 07:26:27
753,2026-04-20,FR 2024,FR,DUBLIN (DUB),2026-04-20 16:20:00,2026-04-20 16:37:00,Wystartował 16:37,2026-04-21 07:26:27
754,2026-04-20,FR 5357,FR,MADRYT (MAD),2026-04-20 16:25:00,2026-04-20 16:40:00,Wystartował 16:40,2026-04-21 07:26:27
755,2026-04-20,W6 2095,W6,BARCELONA (BCN),2026-04-20 16:30:00,2026-04-20 16:35:00,Wystartował 16:35,2026-04-21 07:26:27
756,2026-04-20,EN 8343,EN,MONACHIUM (MUC),2026-04-20 16:45:00,2026-04-20 17:15:00,Wystartował 17:15,2026-04-21 07:26:27
757,2026-04-20,FR 1469,FR,RZYM CIAMPINO (CIA),2026-04-20 16:45:00,2026-04-20 16:44:00,Wystartował 16:44,2026-04-21 07:26:27
758,2026-04-20,FR 4203,FR,GLASGOW (GLA),2026-04-20 16:50:00,2026-04-20 17:25:00,Wystartował 17:25,2026-04-21 07:26:27
759,2026-04-20,FR 7115,FR,MALTA (MLA),2026-04-20 17:00:00,2026-04-20 17:23:00,Wystartował 17:23,2026-04-21 07:26:27
760,2026-04-20,LO 3507,LO,OLSZTYN-MAZURY (SZY),2026-04-20 17:00:00,2026-04-20 17:12:00,Wystartował 17:12,2026-04-21 07:26:27
761,2026-04-20,FR 4462,FR,MEDIOLAN MALPENSA (MXP),2026-04-20 17:05:00,2026-04-20 17:08:00,Wystartował 17:08,2026-04-21 07:26:27
762,2026-04-20,LO 2151,LO,PARYŻ ORLY (ORY),2026-04-20 17:10:00,2026-04-20 17:44:00,Wystartował 17:44,2026-04-21 07:26:27
763,2026-04-20,SN 2548,SN,BRUKSELA (BRU),2026-04-20 17:15:00,2026-04-20 17:27:00,Wystartował 17:27,2026-04-21 07:26:27
764,2026-04-20,FR 2370,FR,LOURDES (LDE),2026-04-20 17:50:00,2026-04-20 18:02:00,Wystartował 18:02,2026-04-21 07:26:27
765,2026-04-20,KL 1328,KL,AMSTERDAM (AMS),2026-04-20 17:55:00,2026-04-20 18:06:00,Wystartował 18:06,2026-04-21 07:26:27
766,2026-04-20,W6 2043,W6,STAVANGER (SVG),2026-04-20 18:00:00,2026-04-20 18:10:00,Wystartował 18:10,2026-04-21 07:26:27
767,2026-04-20,FR 3326,FR,SHANNON (SNN),2026-04-20 18:25:00,2026-04-20 18:25:00,Wystartował 18:25,2026-04-21 07:26:27
768,2026-04-20,LO 3924,LO,WARSZAWA (WAW),2026-04-20 18:25:00,2026-04-20 18:33:00,Wystartował 18:33,2026-04-21 07:26:27
769,2026-04-20,W6 2071,W6,NICEA (NCE),2026-04-20 18:25:00,2026-04-20 18:30:00,Wystartował 18:30,2026-04-21 07:26:27
770,2026-04-20,W6 2061,W6,RZYM FIUMICINO (FCO),2026-04-20 18:35:00,2026-04-20 18:39:00,Wystartował 18:39,2026-04-21 07:26:27
771,2026-04-20,W6 2067,W6,MEDIOLAN MALPENSA (MXP),2026-04-20 18:40:00,2026-04-20 18:53:00,Wystartował 18:53,2026-04-21 07:26:27
772,2026-04-20,FR 8672,FR,BARCELONA GIRONA (GRO),2026-04-20 18:45:00,2026-04-20 19:04:00,Wystartował 19:04,2026-04-21 07:26:27
773,2026-04-20,AY 1164,AY,HELSINKI (HEL),2026-04-20 18:55:00,,Gate zamknięty,2026-04-21 07:26:27
774,2026-04-20,KL 1330,KL,AMSTERDAM (AMS),2026-04-20 19:00:00,2026-04-20 19:36:00,Wystartował 19:36,2026-04-21 07:26:27
775,2026-04-20,FR 2433,FR,LONDYN STANSTED (STN),2026-04-20 19:10:00,2026-04-20 19:10:00,Wystartował 19:10,2026-04-21 07:26:27
776,2026-04-20,LH 1369,LH,FRANKFURT (FRA),2026-04-20 19:10:00,2026-04-20 19:46:00,Wystartował 19:46,2026-04-21 07:26:27
777,2026-04-20,FR 451,FR,NEWCASTLE (NCL),2026-04-20 19:20:00,2026-04-20 19:30:00,Wystartował 19:30,2026-04-21 07:26:27
778,2026-04-20,LX 1375,LX,ZURYCH (ZRH),2026-04-20 19:45:00,2026-04-20 19:51:00,Wystartował 19:51,2026-04-21 07:26:27
779,2026-04-20,FR 4636,FR,SZTOKHOLM ARLANDA (ARN),2026-04-20 20:00:00,2026-04-20 20:09:00,Wystartował 20:09,2026-04-21 07:26:27
780,2026-04-20,FR 5145,FR,LAMEZIA TERME (SUF),2026-04-20 20:10:00,2026-04-20 20:17:00,Wystartował 20:17,2026-04-21 07:26:27
781,2026-04-20,FR 5917,FR,DUBROWNIK (DBV),2026-04-20 20:10:00,2026-04-20 20:13:00,Wystartował 20:13,2026-04-21 07:26:27
782,2026-04-20,FR 9949,FR,TULUZA (TLS),2026-04-20 20:10:00,2026-04-20 20:46:00,Wystartował 20:46,2026-04-21 07:26:27
783,2026-04-20,LS 114,LS,GLASGOW (GLA),2026-04-20 20:10:00,2026-04-20 20:25:00,Wystartował 20:25,2026-04-21 07:26:27
784,2026-04-20,SK 1800,SK,KOPENHAGA (CPH),2026-04-20 20:10:00,2026-04-20 20:15:00,Wystartował 20:15,2026-04-21 07:26:27
785,2026-04-20,TK 1274,TK,STAMBUŁ (IST),2026-04-20 20:20:00,2026-04-20 20:41:00,Wystartował 20:41,2026-04-21 07:26:27
786,2026-04-20,FR 6964,FR,KORFU (CFU),2026-04-20 20:25:00,2026-04-20 20:30:00,Wystartował 20:30,2026-04-21 07:26:27
787,2026-04-20,LS 296,LS,LEEDS BRADFORD (LBA),2026-04-20 20:40:00,2026-04-20 20:54:00,Wystartował 20:54,2026-04-21 07:26:27
788,2026-04-20,FR 2722,FR,BARI (BRI),2026-04-20 20:45:00,2026-04-20 21:03:00,Wystartował 21:03,2026-04-21 07:26:27
789,2026-04-20,LS 1252,LS,BIRMINGHAM (BHX),2026-04-20 20:45:00,2026-04-20 21:09:00,Wystartował 21:09,2026-04-21 07:26:27
790,2026-04-20,LS 950,LS,MANCHESTER (MAN),2026-04-20 20:50:00,2026-04-20 21:09:00,Wystartował 21:09,2026-04-21 07:26:27
791,2026-04-20,FR 4935,FR,BRUKSELA CHARLEROI (CRL),2026-04-20 20:55:00,2026-04-20 21:00:00,Wystartował 21:00,2026-04-21 07:26:27
792,2026-04-20,LS 1902,LS,NEWCASTLE (NCL),2026-04-20 21:10:00,2026-04-20 21:56:00,Wystartował 21:56,2026-04-21 07:26:27
793,2026-04-20,EJU 4670,EJU,PARYŻ (CDG),2026-04-20 21:15:00,2026-04-20 21:53:00,Wystartował 21:53,2026-04-21 07:26:27
794,2026-04-20,FR 2498,FR,LONDYN STANSTED (STN),2026-04-20 21:25:00,2026-04-20 21:39:00,Wystartował 21:39,2026-04-21 07:26:27
795,2026-04-20,DY 1043,DY,OSLO GARDERMOEN (OSL),2026-04-20 21:30:00,2026-04-20 21:30:00,Wystartował 21:30,2026-04-21 07:26:27
796,2026-04-20,FR 6782,FR,TRIEST (TRS),2026-04-20 21:35:00,2026-04-20 21:36:00,Wystartował 21:36,2026-04-21 07:26:27
797,2026-04-20,EZY 2264,EZY,MANCHESTER (MAN),2026-04-20 21:40:00,2026-04-20 22:06:00,Wystartował 22:06,2026-04-21 07:26:27
798,2026-04-20,FR 1725,FR,EAST MIDLANDS (EMA),2026-04-20 21:45:00,2026-04-20 22:38:00,Wystartował 22:38,2026-04-21 07:26:27
799,2026-04-20,FR 7226,FR,SALONIKI (SKG),2026-04-20 21:55:00,2026-04-20 22:12:00,Wystartował 22:12,2026-04-21 07:26:27
800,2026-04-20,EZY 8824,EZY,LONDYN GATWICK (LGW),2026-04-20 22:05:00,2026-04-20 22:09:00,Wystartował 22:09,2026-04-21 07:26:27
801,2026-04-20,FR 2726,FR,CATANIA (CTA),2026-04-20 22:15:00,2026-04-20 22:16:00,Wystartował 22:16,2026-04-21 07:26:27
802,2026-04-20,FR 3050,FR,BARCELONA (BCN),2026-04-20 22:30:00,2026-04-20 23:18:00,Wystartował 23:18,2026-04-21 07:26:27
803,2026-04-20,FR 2763,FR,KOPENHAGA (CPH),2026-04-20 22:35:00,2026-04-20 22:55:00,Wystartował 22:55,2026-04-21 07:26:27
804,2026-04-20,FR 5518,FR,BRISTOL (BRS),2026-04-20 23:00:00,2026-04-21 00:38:00,Wystartował 00:38,2026-04-21 07:26:27
805,2026-04-20,FR 2149,FR,MANCHESTER (MAN),2026-04-20 23:10:00,2026-04-20 23:46:00,Wystartował 23:46,2026-04-21 07:26:27
806,2026-04-24,W6 2035,W6,BERGEN (BGO),2026-04-24 05:30:00,2026-04-24 05:33:00,Wystartował 05:33,2026-04-25 18:50:57
807,2026-04-24,W6 2051,W6,LARNAKA  (LCA),2026-04-24 05:30:00,2026-04-24 05:36:00,Wystartował 05:36,2026-04-25 18:50:57
808,2026-04-24,LO 3910,LO,WARSZAWA (WAW),2026-04-24 05:40:00,2026-04-24 05:48:00,Wystartował 05:48,2026-04-25 18:50:57
809,2026-04-24,FR 9541,FR,BUKARESZT BANEASA (BBU),2026-04-24 05:45:00,2026-04-24 05:56:00,Wystartował 05:56,2026-04-25 18:50:57
810,2026-04-24,FR 2722,FR,BARI (BRI),2026-04-24 05:50:00,2026-04-24 05:47:00,Wystartował 05:47,2026-04-25 18:50:57
811,2026-04-24,FR 6359,FR,LIVERPOOL (LPL),2026-04-24 05:50:00,2026-04-24 05:51:00,Wystartował 05:51,2026-04-25 18:50:57
812,2026-04-24,FR 3435,FR,PARYŻ BEAUVAIS (BVA),2026-04-24 06:00:00,2026-04-24 06:10:00,Wystartował 06:10,2026-04-25 18:50:57
813,2026-04-24,LH 1627,LH,MONACHIUM (MUC),2026-04-24 06:00:00,2026-04-24 06:12:00,Wystartował 06:12,2026-04-25 18:50:57
814,2026-04-24,W6 2007,W6,LONDYN GATWICK (LGW),2026-04-24 06:00:00,2026-04-24 06:15:00,Wystartował 06:15,2026-04-25 18:50:57
815,2026-04-24,W6 2047,W6,BARCELONA (BCN),2026-04-24 06:00:00,2026-04-24 06:05:00,Wystartował 06:05,2026-04-25 18:50:57
816,2026-04-24,LH 1371,LH,FRANKFURT (FRA),2026-04-24 06:10:00,2026-04-24 06:24:00,Wystartował 06:24,2026-04-25 18:50:57
817,2026-04-24,FR 4426,FR,CAGLIARI (CAG),2026-04-24 06:15:00,2026-04-24 06:17:00,Wystartował 06:17,2026-04-25 18:50:57
818,2026-04-24,FR 4462,FR,MEDIOLAN MALPENSA (MXP),2026-04-24 06:30:00,2026-04-24 06:31:00,Wystartował 06:31,2026-04-25 18:50:57
819,2026-04-24,KL 1322,KL,AMSTERDAM (AMS),2026-04-24 06:30:00,2026-04-24 06:40:00,Wystartował 06:40,2026-04-25 18:50:57
820,2026-04-24,W6 2039,W6,WILNO (VNO),2026-04-24 06:30:00,2026-04-24 06:38:00,Wystartował 06:38,2026-04-25 18:50:57
821,2026-04-24,FR 3051,FR,CHANIA (CHQ),2026-04-24 07:00:00,2026-04-24 07:05:00,Wystartował 07:05,2026-04-25 18:50:57
822,2026-04-24,FR 6629,FR,EDYNBURG (EDI),2026-04-24 07:00:00,2026-04-24 07:02:00,Wystartował 07:02,2026-04-25 18:50:57
823,2026-04-24,FR 7940,FR,PIZA (PSA),2026-04-24 07:05:00,2026-04-24 07:00:00,Wystartował 07:00,2026-04-25 18:50:57
824,2026-04-24,FR 2363,FR,LONDYN STANSTED (STN),2026-04-24 07:10:00,2026-04-24 07:18:00,Wystartował 07:18,2026-04-25 18:50:57
825,2026-04-24,FR 6355,FR,ALICANTE (ALC),2026-04-24 07:20:00,2026-04-24 07:20:00,Wystartował 07:20,2026-04-25 18:50:57
826,2026-04-24,FR 5518,FR,BRISTOL (BRS),2026-04-24 07:40:00,2026-04-24 07:44:00,Wystartował 07:44,2026-04-25 18:50:57
827,2026-04-24,FR 8975,FR,SOFIA (SOF),2026-04-24 07:40:00,2026-04-24 07:39:00,Wystartował 07:39,2026-04-25 18:50:57
828,2026-04-24,LO 2161,LO,MADRYT (MAD),2026-04-24 07:45:00,2026-04-24 07:55:00,Wystartował 07:55,2026-04-25 18:50:57
829,2026-04-24,FR 2655,FR,TENERIFE SOUTH (TFS),2026-04-24 07:50:00,2026-04-24 07:58:00,Wystartował 07:58,2026-04-25 18:50:57
830,2026-04-24,FR 6216,FR,OSLO TORP (TRF),2026-04-24 08:10:00,2026-04-24 08:17:00,Wystartował 08:17,2026-04-25 18:50:57
831,2026-04-24,FR 6734,FR,OLBIA (OLB),2026-04-24 08:10:00,2026-04-24 08:14:00,Wystartował 08:14,2026-04-25 18:50:57
832,2026-04-24,LO 3904,LO,WARSZAWA (WAW),2026-04-24 08:50:00,2026-04-24 09:16:00,Wystartował 09:16,2026-04-25 18:50:57
833,2026-04-24,AY 1162,AY,HELSINKI (HEL),2026-04-24 08:55:00,2026-04-24 09:12:00,Wystartował 09:12,2026-04-25 18:50:57
834,2026-04-24,LG 5742,LG,LUKSEMBURG (LUX),2026-04-24 08:55:00,2026-04-24 08:59:00,Wystartował 08:59,2026-04-25 18:50:57
835,2026-04-24,W4 2031,W4,RZYM FIUMICINO (FCO),2026-04-24 08:55:00,2026-04-24 09:14:00,Wystartował 09:14,2026-04-25 18:50:57
836,2026-04-24,D8 3806,D8,SZTOKHOLM ARLANDA (ARN),2026-04-24 09:10:00,2026-04-24 09:07:00,Wystartował 09:07,2026-04-25 18:50:57
837,2026-04-24,JU 157,JU,BELGRAD (BEG),2026-04-24 09:10:00,2026-04-24 09:20:00,Wystartował 09:20,2026-04-25 18:50:57
838,2026-04-24,LX 1371,LX,ZURYCH (ZRH),2026-04-24 09:30:00,2026-04-24 09:57:00,Wystartował 09:57,2026-04-25 18:50:57
839,2026-04-24,TK 1272,TK,STAMBUŁ (IST),2026-04-24 09:30:00,2026-04-24 09:44:00,Wystartował 09:44,2026-04-25 18:50:57
840,2026-04-24,LH 1621,LH,MONACHIUM (MUC),2026-04-24 09:35:00,,Odwołany,2026-04-25 18:50:57
841,2026-04-24,EJU 7962,EJU,AMSTERDAM (AMS),2026-04-24 09:40:00,2026-04-24 09:53:00,Wystartował 09:53,2026-04-25 18:50:57
842,2026-04-24,LO 2141,LO,RZYM FIUMICINO (FCO),2026-04-24 09:40:00,2026-04-24 10:14:00,Wystartował 10:14,2026-04-25 18:50:57
843,2026-04-24,FR 5087,FR,PAFOS (PFO),2026-04-24 09:50:00,2026-04-24 10:18:00,Wystartował 10:18,2026-04-25 18:50:57
844,2026-04-24,EJU 4668,EJU,PARYŻ (CDG),2026-04-24 10:00:00,2026-04-24 10:16:00,Wystartował 10:16,2026-04-25 18:50:57
845,2026-04-24,FR 083,FR,RZYM CIAMPINO (CIA),2026-04-24 10:00:00,2026-04-24 10:08:00,Wystartował 10:08,2026-04-25 18:50:57
